Start-Time: 05/11/2020 22:56:41

Date, Tithi, Nakshatra, Skipped Tithi, Skipped Nakshatra, 
19/12/2021, Pirathamai upto 22:28, Thiruvathirai upto 30:21+,  ,  , 
20/12/2021, Thuthiyai upto 24:20+, Punarpoosam upto Full Night,  ,  , 
21/12/2021, Thiruthiyai upto 25:50+, Punarpoosam upto 08:34,  ,  , 
22/12/2021, Sathurthi upto 26:51+, Poosam upto 10:24,  ,  , 
23/12/2021, Panjami upto 27:23+, Ayilyam upto 11:47,  ,  , 
24/12/2021, Shasti upto 27:24+, Magam upto 12:40,  ,  , 
25/12/2021, Sapthami upto 26:54+, Pooram upto 13:04,  ,  , 
26/12/2021, Astami upto 25:57+, Uthiram upto 12:59,  ,  , 
27/12/2021, Navami upto 24:35+, Hastham upto 12:28,  ,  , 
28/12/2021, Thasami upto 22:52, Chithirai upto 11:34,  ,  , 
29/12/2021, Egadashi upto 20:53, Swathi upto 10:22,  ,  , 
30/12/2021, Duvadasi upto 18:41, Visakam upto 08:57,  , Anusham upto 31:22+, 
31/12/2021, Thirayodasi upto 16:22, Kettai upto 29:41+,  ,  , 


End-Time: 07/11/2020 21:46:24
